product_id,product_name,category,segment,size,color,price,cogs,gross_margin,sales_volume,product_segment_pv
569,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,12601.622727272726,11971.54159090909,0.05000000000000003,219.0,Cash Cows
570,SaigonFlex UC-35,Streetwear,Everyday,L,red,6934.761627906977,6364.030745930232,0.08230000000000011,663.0,Cash Cows
571,SaigonFlex UC-36,Streetwear,Everyday,XL,black,6325.199999999999,6008.939999999999,0.050000000000000044,2465.0,Cash Cows
572,SaigonFlex UC-37,Streetwear,Everyday,S,orange,5428.175373134329,5156.766604477612,0.04999999999999998,4679.0,Cash Cows
573,SaigonFlex UC-38,Streetwear,Everyday,M,blue,3743.690322580645,2813.7576464516133,0.24839999999999987,2532.0,Cash Cows
574,SaigonFlex UC-39,Streetwear,Everyday,L,white,10912.659378640778,10134.58676494369,0.07130000000000004,1763.0,Cash Cows
575,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,11157.957055214723,10600.059202453987,0.04999999999999998,2243.0,Cash Cows
576,SaigonFlex UC-41,Streetwear,Everyday,S,green,18775.840588235293,12572.302857882352,0.33039999999999997,409.0,Stars
577,SaigonFlex UC-42,Streetwear,Everyday,M,silver,12288.258347826088,9234.626148391304,0.24850000000000008,3685.0,Cash Cows
578,SaigonFlex UC-43,Streetwear,Everyday,L,pink,9414.213956043955,6648.317895758242,0.2937999999999999,6763.0,Cash Cows
579,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,15941.109130434785,14039.334811173912,0.11930000000000016,469.0,Cash Cows
580,SaigonFlex UC-45,Streetwear,Everyday,S,red,9901.548539325842,9406.47111235955,0.05000000000000004,6470.0,Cash Cows
581,SaigonFlex UC-46,Streetwear,Everyday,M,black,16696.35,14125.112099999997,0.15400000000000014,705.0,Cash Cows
582,SaigonFlex UC-47,Streetwear,Everyday,L,orange,4283.701578947369,3193.499527105263,0.2545000000000001,0.0,Dogs
583,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,6610.571739130435,4418.506150434782,0.33160000000000006,478.0,Stars
584,SaigonFlex UC-49,Streetwear,Everyday,S,white,7436.313925233644,4666.286988084112,0.3725,0.0,Question Marks
585,SaigonFlex UC-50,Streetwear,Everyday,M,purple,5044.252669537136,4792.040036060279,0.05000000000000009,6274.0,Cash Cows
586,SaigonFlex UC-51,Streetwear,Everyday,L,green,4552.686272040302,4325.051958438287,0.04999999999999998,2785.0,Cash Cows
587,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,31.33370262797137,19.58344028160639,0.3750039529600822,0.0,Question Marks
588,SaigonFlex UC-53,Streetwear,Everyday,S,pink,7437.165180722891,6317.871821024096,0.1505,229.0,Cash Cows
589,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,10207.29366412214,7250.240689625954,0.2897000000000003,2164.0,Cash Cows
590,SaigonFlex UC-55,Streetwear,Everyday,L,red,10658.332964467008,10125.416316243656,0.05000000000000017,3520.0,Cash Cows
591,SaigonFlex UC-56,Streetwear,Everyday,XL,black,11048.621805273831,10496.190715010142,0.04999999999999984,1640.0,Cash Cows
592,SaigonFlex UC-57,Streetwear,Everyday,S,orange,11573.637804878048,7346.945278536587,0.36519999999999986,680.0,Stars
593,SaigonFlex UC-58,Streetwear,Everyday,M,blue,10942.190633484162,8946.335061936654,0.18239999999999976,714.0,Cash Cows
594,SaigonFlex UC-59,Streetwear,Everyday,L,white,42.90873487037344,24.500482522900096,0.42900944069044133,0.0,Question Marks
595,SaigonFlex UC-60,Streetwear,Everyday,XL,purple,8975.727475247524,5284.908337425743,0.41119999999999984,2273.0,Stars
596,SaigonFlex UC-61,Streetwear,Everyday,S,green,9577.146989690722,5842.05966371134,0.39,8457.0,Stars
597,SaigonFlex UC-62,Streetwear,Everyday,M,silver,60.89870697563103,38.963323338682926,0.36019457105592856,0.0,Question Marks
598,SaigonFlex UC-63,Streetwear,Everyday,L,pink,11489.45256880734,7924.275436706423,0.3103,0.0,Question Marks
599,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.856285414482,10116.413471143758,0.049999999999999975,6734.0,Cash Cows
600,SaigonFlex UC-65,Streetwear,Everyday,S,red,9148.348757120662,4647.361168617297,0.49199999999999994,6655.0,Stars
601,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.49563106796,14966.770849514562,0.05000000000000007,709.0,Cash Cows
602,SaigonFlex UC-67,Streetwear,Everyday,L,orange,15756.270560747664,11752.60221126168,0.2541000000000002,376.0,Cash Cows
603,SaigonFlex UC-68,Streetwear,Everyday,XL,blue,11026.336363636365,8163.899443636364,0.25960000000000005,316.0,Cash Cows
604,SaigonFlex UC-69,Streetwear,Everyday,S,white,6135.298830630299,4141.940240558514,0.3249000000000001,36515.0,Stars
605,SaigonFlex UC-70,Streetwear,Everyday,M,purple,4940.962741935484,3748.214336032258,0.2414,8993.0,Cash Cows
606,SaigonFlex UC-71,Streetwear,Everyday,L,green,4042.8549822064056,3552.4566728647687,0.12129999999999996,2946.0,Cash Cows
607,SaigonFlex UC-72,Streetwear,Everyday,XL,silver,11408.04,7676.470116,0.3271,5.0,Question Marks
608,SaigonFlex UC-73,Streetwear,Everyday,S,pink,11699.1,11114.145,0.04999999999999999,216.0,Cash Cows
609,SaigonFlex UC-74,Streetwear,Everyday,M,yellow,10426.571033557047,8987.704230926174,0.13800000000000007,15925.0,Cash Cows
610,SaigonFlex UC-75,Streetwear,Everyday,L,red,11122.506,9587.600172,0.13799999999999993,87.0,Cash Cows
611,SaigonFlex UC-76,Streetwear,Everyday,XL,black,17959.956617647054,12395.962057499995,0.3098000000000001,1000.0,Stars
612,SaigonFlex UC-77,Streetwear,Everyday,S,orange,11727.45,7625.187989999999,0.3498000000000001,273.0,Stars
613,SaigonFlex UC-78,Streetwear,Everyday,M,blue,30.15463522343498,17.203640475749392,0.42948603595179924,0.0,Question Marks
614,SaigonFlex UC-79,Streetwear,Everyday,L,white,8263.487647058824,6609.137420117648,0.2002,161.0,Cash Cows
615,SaigonFlex UC-80,Streetwear,Everyday,XL,purple,8328.96637057599,4873.278223424012,0.4149,8816.0,Stars
616,SaigonFlex UC-81,Streetwear,Everyday,S,green,8545.56230769231,7898.663241,0.07570000000000016,0.0,Dogs
617,SaigonFlex UC-82,Streetwear,Everyday,M,silver,10151.263043478262,6680.546208913043,0.3419000000000001,1469.0,Stars
618,SaigonFlex UC-83,Streetwear,Everyday,L,pink,14262.4125,13549.291875,0.04999999999999997,111.0,Cash Cows
619,SaigonFlex UC-84,Streetwear,Everyday,XL,yellow,11336.85,6509.61927,0.4258,1.0,Question Marks
620,SaigonFlex UC-85,Streetwear,Everyday,S,red,30.15483325288156,17.16017393108335,0.43093122793363337,0.0,Question Marks
621,SaigonFlex UC-86,Streetwear,Everyday,M,black,62.2827889133325,34.48317542707641,0.4463450332151905,0.0,Question Marks
622,SaigonFlex UC-87,Streetwear,Everyday,L,orange,9946.84289008455,7374.589318708685,0.25860000000000005,4443.0,Cash Cows
623,SaigonFlex UC-88,Streetwear,Everyday,XL,blue,17011.958108108105,9844.820157162165,0.42129999999999973,787.0,Stars
624,SaigonFlex UC-89,Streetwear,Everyday,S,white,45.01401526716507,26.88267126437134,0.40279330548900005,0.0,Question Marks
625,SaigonFlex UC-90,Streetwear,Everyday,M,purple,16075.5,8733.81915,0.45670000000000005,264.0,Stars
626,SaigonFlex UC-91,Streetwear,Everyday,L,green,17013.896946107783,16163.202098802392,0.05000000000000009,606.0,Cash Cows
627,SaigonFlex UC-92,Streetwear,Everyday,XL,silver,11006.55,7708.987620000001,0.29959999999999987,119.0,Cash Cows
628,SaigonFlex UC-93,Streetwear,Everyday,S,pink,11516.4,9278.76348,0.1943,57.0,Dogs
629,SaigonFlex UC-94,Streetwear,Everyday,M,yellow,9968.7,9470.265,0.05000000000000013,45.0,Dogs
630,SaigonFlex UC-95,Streetwear,Everyday,L,red,6176.85,3866.090415,0.37410000000000004,520.0,Stars
631,SaigonFlex UC-96,Streetwear,Everyday,XL,black,4677.019784172662,4443.168794964029,0.05,4276.0,Cash Cows
632,SaigonFlex UC-97,Streetwear,Everyday,S,orange,4844.7,2618.07588,0.4596,1305.0,Stars
633,SaigonFlex UC-98,Streetwear,Everyday,M,blue,6803.801506849315,3769.3060347945207,0.446,1027.0,Stars
634,SaigonFlex UC-99,Streetwear,Everyday,L,white,10788.273954983924,6005.8321107395495,0.4433000000000001,1099.0,Stars
635,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.220588235294,9205.430477941176,0.1433,14745.0,Cash Cows
636,SaigonFlex UC-01,Streetwear,Everyday,S,green,10891.997347272134,9183.042963485135,0.1569000000000001,10694.0,Cash Cows
637,SaigonFlex UC-02,Streetwear,Everyday,M,silver,10938.358303886926,8362.374923321555,0.2355,946.0,Cash Cows
638,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775,0.05000000000000007,952.0,Cash Cows
639,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.428125,10057.10671875,0.05000000000000009,691.0,Cash Cows
640,SaigonFlex UC-05,Streetwear,Everyday,S,red,9757.343076923078,9269.475923076923,0.0500000000000001,971.0,Cash Cows
641,SaigonFlex UC-06,Streetwear,Everyday,M,black,9957.778918764305,8252.011389979976,0.1713000000000003,5786.0,Cash Cows
642,SaigonFlex UC-07,Streetwear,Everyday,L,orange,10862.120949720673,7602.398452709498,0.3001000000000001,1831.0,Cash Cows
643,SaigonFlex UC-08,Streetwear,Everyday,XL,blue,13917.75,9639.43365,0.30739999999999995,9.0,Question Marks
644,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.752256033578,8623.041808929696,0.18709999999999996,6625.0,Cash Cows
645,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.095000000001,8502.590250000001,0.05,677.0,Cash Cows
646,SaigonFlex UC-11,Streetwear,Everyday,L,green,11258.1,8881.51509,0.21109999999999995,298.0,Cash Cows
647,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,11033.912927650028,6038.860545302861,0.45269999999999994,6200.0,Stars
648,SaigonFlex UC-13,Streetwear,Everyday,S,pink,10560.816,10032.7752,0.05000000000000006,1738.0,Cash Cows
649,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.343684210527,9580.1265,0.05000000000000008,243.0,Cash Cows
650,SaigonFlex UC-15,Streetwear,Everyday,L,red,6110.106266552755,5804.600953225117,0.05000000000000002,8128.0,Cash Cows
651,SaigonFlex UC-16,Streetwear,Everyday,XL,black,9885.465808383236,5627.795684712575,0.43070000000000014,1271.0,Stars
652,SaigonFlex UC-17,Streetwear,Everyday,S,orange,9960.631578947368,9462.6,0.049999999999999954,275.0,Cash Cows
653,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.532361623616,10055.305743542434,0.05000000000000012,1568.0,Cash Cows
654,SaigonFlex UC-19,Streetwear,Everyday,L,white,12297.939230769232,11683.04226923077,0.05000000000000012,58.0,Dogs
655,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.938926174498,7837.237263020134,0.3379000000000001,469.0,Stars
656,SaigonFlex UC-21,Streetwear,Everyday,S,green,10963.752007822686,8877.35000073403,0.1902999999999999,1275.0,Cash Cows
657,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.21447260834,10469.203748977923,0.050000000000000044,8570.0,Cash Cows
658,SaigonFlex UC-23,Streetwear,Everyday,L,pink,11169.79043478261,8112.6187927826095,0.2737,451.0,Cash Cows
659,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,18102.50513513513,10184.469389027028,0.43739999999999973,1070.0,Stars
660,SaigonFlex UC-25,Streetwear,Everyday,S,red,8500.351456310678,5856.742153398059,0.31099999999999983,3993.0,Stars
661,SaigonFlex UC-26,Streetwear,Everyday,M,black,27.4457202657164,16.64539331995362,0.3935158866737384,0.0,Question Marks
662,SaigonFlex UC-27,Streetwear,Everyday,L,orange,10139.144776119403,5848.258706865672,0.42319999999999997,395.0,Stars
663,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,8397.9,7978.004999999999,0.05000000000000005,3.0,Dogs
664,SaigonFlex UC-29,Streetwear,Everyday,S,white,41.1417745385124,22.89831299904119,0.44342913605716466,0.0,Question Marks
665,SaigonFlex UC-30,Streetwear,Everyday,M,purple,27.512292997345988,17.265415450344953,0.3724472383304988,0.0,Question Marks
666,SaigonFlex UC-31,Streetwear,Everyday,L,green,9766.924054054054,7154.271869594596,0.26749999999999985,523.0,Cash Cows
667,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,9799.404146341463,9309.43393902439,0.050000000000000065,432.0,Cash Cows
668,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.154524,0.24279999999999993,147.0,Cash Cows
669,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,16376.85,13867.91658,0.15320000000000006,1166.0,Cash Cows
670,SaigonFlex UC-35,Streetwear,Everyday,L,red,10899.88914893617,10354.894691489362,0.04999999999999997,2409.0,Cash Cows
671,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.626315789474,7866.463912105264,0.2972999999999999,3652.0,Cash Cows
672,SaigonFlex UC-37,Streetwear,Everyday,S,orange,11024.427272727276,10473.20590909091,0.050000000000000266,64.0,Dogs
673,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.486860722153324,16.36372210394695,0.40467111652519716,0.0,Question Marks
674,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.577208862469,6274.268936044312,0.2548,11922.0,Cash Cows
675,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,7873.649577861162,5241.488523982176,0.3342999999999999,3619.0,Stars
676,SaigonFlex UC-41,Streetwear,Everyday,S,green,9891.036652260638,9195.696775606715,0.07030000000000002,10401.0,Cash Cows
677,SaigonFlex UC-42,Streetwear,Everyday,M,silver,36.480756727820456,21.977431584878826,0.39756097306724186,0.0,Question Marks
678,SaigonFlex UC-43,Streetwear,Everyday,L,pink,15.4049348383473,9.151706300666453,0.4059237253061771,0.0,Question Marks
679,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,16.610464145853648,9.801441325584722,0.4099236939124674,0.0,Question Marks
680,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.44547294094096,16.0250054413446,0.39403596686917813,0.0,Question Marks
681,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.554838709679,8272.446178709677,0.07130000000000018,6908.0,Cash Cows
682,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.827272727272,11059.735909090909,0.050000000000000024,948.0,Cash Cows
683,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.884955752212,6262.6318380530965,0.40230000000000005,1190.0,Stars
684,SaigonFlex UC-49,Streetwear,Everyday,S,white,10989.136432160803,10439.679610552765,0.04999999999999988,2029.0,Cash Cows
685,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.728957654725,8328.663148983715,0.17779999999999999,1091.0,Cash Cows
686,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.396153846154,5513.764918846154,0.42769999999999997,1319.0,Stars
687,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,5610.653125000001,4180.4976434375,0.2549,456.0,Cash Cows
688,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.905,5116.246400999999,0.23580000000000007,875.0,Cash Cows
689,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,4162.627714977795,3842.937906467501,0.07679999999999992,8693.0,Cash Cows
690,SaigonFlex UC-55,Streetwear,Everyday,L,red,4598.817231121282,3100.062695498856,0.3259,12364.0,Stars
691,SaigonFlex UC-56,Streetwear,Everyday,XL,black,4663.545057034221,4430.36780418251,0.05000000000000005,1849.0,Cash Cows
692,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.191482,0.3414,2.0,Question Marks
693,SaigonFlex UC-58,Streetwear,Everyday,M,blue,22.084313317745423,12.489209747825754,0.4344759754069287,0.0,Question Marks
189,DragonWear UC-01,Streetwear,Everyday,M,yellow,9513.0,6181.5474,0.35019999999999996,8.0,Question Marks
190,DragonWear UC-02,Streetwear,Everyday,L,red,9443.7,7547.405040000001,0.2008,240.0,Cash Cows
191,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.7396,0.050799999999999915,41.0,Dogs
192,DragonWear UC-04,Streetwear,Everyday,S,orange,37.55095959605123,21.336185365589483,0.4318071869504729,0.0,Question Marks
193,DragonWear UC-05,Streetwear,Everyday,M,blue,9191.7,7248.57462,0.21140000000000003,260.0,Cash Cows
194,DragonWear UC-06,Streetwear,Everyday,L,white,23.029830867355027,14.651084686631249,0.3638214378986482,0.0,Question Marks
195,DragonWear UC-07,Streetwear,Everyday,XL,purple,9191.7,5645.5421400000005,0.3858,107.0,Stars
196,DragonWear UC-08,Streetwear,Everyday,S,green,10073.7,7970.31144,0.2088,102.0,Cash Cows
387,LotusWear UC-01,Streetwear,Everyday,XL,silver,11966.85,11368.5075,0.05000000000000005,25.0,Dogs
388,LotusWear UC-02,Streetwear,Everyday,S,pink,12720.344318181818,12084.327102272728,0.04999999999999999,388.0,Cash Cows
389,LotusWear UC-03,Streetwear,Everyday,M,yellow,11063.057547169812,10102.784152075472,0.08680000000000004,293.0,Cash Cows
390,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.13521,0.2533999999999999,40.0,Dogs
391,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.216895,0.38330000000000003,0.0,Question Marks
938,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.82298104757963,12.133510917425138,0.35538845378663675,0.0,Question Marks
939,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.106487018096,4269.401162667191,0.05000000000000012,8316.0,Cash Cows
940,HanoiStreet UC-03,Streetwear,Everyday,S,red,8270.437924528303,7856.916028301888,0.05000000000000001,838.0,Cash Cows
941,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14324,0.1480000000000001,0.0,Dogs
942,HanoiStreet UC-05,Streetwear,Everyday,L,orange,7413.811748878924,6891.879401757848,0.07039999999999991,490.0,Cash Cows
943,HanoiStreet UC-06,Streetwear,Everyday,XL,blue,8063.37,7660.201499999999,0.050000000000000086,22.0,Dogs
944,HanoiStreet UC-07,Streetwear,Everyday,S,white,8971.2,4491.8798400000005,0.49929999999999997,0.0,Question Marks
945,HanoiStreet UC-08,Streetwear,Everyday,M,purple,8241.386433389545,7829.317111720067,0.0500000000000001,3426.0,Cash Cows
946,HanoiStreet UC-09,Streetwear,Everyday,L,green,8360.990689655173,4980.642153827586,0.40430000000000005,2243.0,Stars
947,HanoiStreet UC-10,Streetwear,Everyday,XL,silver,8472.12,7214.857392000001,0.14839999999999998,883.0,Cash Cows
948,HanoiStreet UC-11,Streetwear,Everyday,S,pink,9063.348260869563,5344.656469434784,0.41029999999999966,564.0,Stars
949,HanoiStreet UC-12,Streetwear,Everyday,M,yellow,15434.37,14662.6515,0.05000000000000005,219.0,Cash Cows
950,HanoiStreet UC-13,Streetwear,Everyday,L,red,17009.37,10601.940321,0.3767,173.0,Stars
951,HanoiStreet UC-14,Streetwear,Everyday,XL,black,59.51685248967167,34.956088420323645,0.41266906837202466,0.0,Question Marks
952,HanoiStreet UC-15,Streetwear,Everyday,S,orange,3321.4462564991336,3155.3739436741766,0.05000000000000008,1899.0,Cash Cows
953,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.25584774884125,17.459877222806806,0.42292553268564453,0.0,Question Marks
954,HanoiStreet UC-17,Streetwear,Everyday,L,white,8325.9412900097,7430.902601333657,0.10749999999999998,3625.0,Cash Cows
955,HanoiStreet UC-18,Streetwear,Everyday,XL,purple,9605.663617021277,6085.187901382978,0.36650000000000005,730.0,Stars
956,HanoiStreet UC-19,Streetwear,Everyday,S,green,9913.23,9417.5685,0.05000000000000002,636.0,Cash Cows
957,HanoiStreet UC-20,Streetwear,Everyday,M,silver,9761.416875,6531.3640310625005,0.33089999999999997,423.0,Stars
958,HanoiStreet UC-21,Streetwear,Everyday,L,pink,8992.782371134022,5238.295731185568,0.4175,342.0,Stars
959,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.115901639345,6593.155962491804,0.3584,601.0,Stars
960,HanoiStreet UC-23,Streetwear,Everyday,S,red,34.02213294761335,20.90319692901535,0.38560004567609835,0.0,Question Marks
961,HanoiStreet UC-24,Streetwear,Everyday,M,black,18.72951694189724,11.066773676274895,0.4091265828901903,0.0,Question Marks
962,HanoiStreet UC-25,Streetwear,Everyday,L,orange,5887.006363636364,5592.656045454545,0.050000000000000086,73.0,Dogs
963,HanoiStreet UC-26,Streetwear,Everyday,XL,blue,5122.755359042553,2717.10944243617,0.4696000000000001,1718.0,Stars
964,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139211137,2223.9762222529,0.43070000000000014,7494.0,Stars
965,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.659921465968,3816.461104374345,0.3681000000000001,10462.0,Stars
966,HanoiStreet UC-29,Streetwear,Everyday,L,green,5858.236646507408,3333.336651862716,0.43099999999999994,11305.0,Stars
967,HanoiStreet UC-30,Streetwear,Everyday,XL,silver,8161.481464968154,6491.642357235669,0.2046000000000001,7795.0,Cash Cows
968,HanoiStreet UC-31,Streetwear,Everyday,S,pink,8354.878474576273,7937.134550847459,0.0500000000000001,330.0,Cash Cows
969,HanoiStreet UC-32,Streetwear,Everyday,M,yellow,5039.37,3478.6771110000004,0.3096999999999999,0.0,Question Marks
970,HanoiStreet UC-33,Streetwear,Everyday,L,red,26.6355532099264,14.717172228159244,0.44746136443396545,0.0,Question Marks
971,HanoiStreet UC-34,Streetwear,Everyday,XL,black,15434.37,14662.6515,0.05000000000000005,547.0,Cash Cows
972,HanoiStreet UC-35,Streetwear,Everyday,S,orange,8000.37,5880.27195,0.26499999999999996,34.0,Dogs
973,HanoiStreet UC-36,Streetwear,Everyday,M,blue,7486.731672597865,4697.92412455516,0.37250000000000005,628.0,Stars
974,HanoiStreet UC-37,Streetwear,Everyday,L,white,8151.269169550173,6372.662236754326,0.21819999999999987,701.0,Cash Cows
975,HanoiStreet UC-38,Streetwear,Everyday,XL,purple,8846.74,8404.403,0.04999999999999995,108.0,Cash Cows
976,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.158343558282,3764.050426380368,0.049999999999999926,15557.0,Cash Cows
977,HanoiStreet UC-40,Streetwear,Everyday,M,silver,5978.196828266228,4912.882153469187,0.17819999999999991,17006.0,Cash Cows
978,HanoiStreet UC-41,Streetwear,Everyday,L,pink,9462.733636363637,7198.301477181818,0.23930000000000007,360.0,Cash Cows
979,HanoiStreet UC-42,Streetwear,Everyday,XL,yellow,4727.334705882353,4490.967970588235,0.04999999999999996,566.0,Cash Cows
980,HanoiStreet UC-43,Streetwear,Everyday,S,red,4989.868578947368,4740.37515,0.05000000000000003,470.0,Cash Cows
981,HanoiStreet UC-44,Streetwear,Everyday,M,black,2032.929931253305,1931.28343469064,0.049999999999999926,18198.0,Cash Cows
982,HanoiStreet UC-45,Streetwear,Everyday,L,orange,17194.14653631285,15180.711976910614,0.11709999999999998,648.0,Cash Cows
983,HanoiStreet UC-46,Streetwear,Everyday,XL,blue,5354.37,5086.6515,0.04999999999999999,0.0,Dogs
984,HanoiStreet UC-47,Streetwear,Everyday,S,white,34.617835837670064,19.5803762088434,0.4343847402633807,0.0,Question Marks
