Date,Revenue,COGS
2012-10-24,3829179.99,3037851.31
2012-10-25,3104460.52,2528526.7
2012-10-26,2138927.17,1671777.12
2012-10-27,2816872.34,2296869.06
2012-10-28,6259883.83,5044146.85
2012-10-29,5424539.1,4294440.71
2012-10-30,6347274.89,5049887.71
2012-10-31,4942677.89,3871571.88
2012-11-01,5536748.35,4440955.34
2012-11-02,1936831.08,1547786.14
2012-11-03,2911848.61,2151815.97
2012-11-04,2658832.75,2131401.7
2012-11-05,3332448.46,2732792.99
2012-11-06,3439495.01,2809375.18
2012-11-07,1969815.91,1538155.1
2012-11-08,2197716.17,1723412.77
2012-11-09,2920310.06,2308918.6
2012-11-10,3124993.27,2475389.25
2012-11-11,3484874.3,2713727.18
2012-11-12,3806978.06,3077336.49
2012-11-13,3848498.06,3048755.92
2012-11-14,3213518.64,2550177.92
2012-11-15,2996358.37,2282178.26
2012-11-16,2851503.98,2255928.16
2012-11-17,3258479.4,2499839.57
2012-11-18,3292697.97,2632996.71
2012-11-19,4654711.93,3714724.53
2012-11-20,3532139.01,2841184.71
2012-11-21,3144567.59,2465022.82
2012-11-22,2661394.83,2082526.75
2012-11-23,3625609.77,2879673.14
2012-11-24,2283866.51,1759438.38
2012-11-25,2891169.43,2288045.69
2012-11-26,3626699.25,2942841.67
2012-11-27,4703189.22,3751057.26
2012-11-28,3980270.66,3143037.5
2012-11-29,3116036.61,2564940.27
2012-11-30,3184691.98,2466641.44
2012-12-01,3064822.76,2435991.34
2012-12-02,1765509.34,1464812.23
2012-12-03,2315389.05,1807129.65
2012-12-04,2382954.42,1864688.02
2012-12-05,2286277.45,1849992.69
2012-12-06,2733678.5,2184618.1
2012-12-07,2065198.04,1633326.72
2012-12-08,2087384.34,1719369.91
2012-12-09,2430122.78,1883727.02
2012-12-10,2542389.69,2015472.58
2012-12-11,3699430.17,3001083.16
2012-12-12,4386420.92,3545221.89
2012-12-13,2326824.81,1839144.84
2012-12-14,2659317.57,2101555.8
2012-12-15,3385542.75,2693057.28
2012-12-16,3484853.43,2706611.68
2012-12-17,4281691.85,3433745.61
2012-12-18,4394537.67,3473710.24
2012-12-19,3785472.73,3004383.53
2012-12-20,3905985.95,3132486.67
2012-12-21,3966203.09,3174444.37
2012-12-22,3225123.87,2559516.54
2012-12-23,2151580.15,1770780.57
2012-12-24,3297376.6,2599138.83
2012-12-25,4917024.98,3856446.89
2012-12-26,3285221.25,2658633.45
2012-12-27,4994041.71,3924374.73
2012-12-28,8573663.31,6682336.48
2012-12-29,7842913.37,6260959.87
2012-12-30,6511908.92,5180121.12
2012-12-31,5573749.22,4432224.44
2013-01-01,5304546.99,4156070.2
2013-01-02,1606940.44,1237497.84
2013-01-03,2281680.01,1832133.02
2013-01-04,2376895.46,1940747.07
2013-01-05,2509462.77,1977027.71
2013-01-06,2603356.52,2060481.76
2013-01-07,3048100.39,2452517.39
2013-01-08,2449700.42,1973182.14
2013-01-09,2049715.7,1654806.5
2013-01-10,2794331.46,2122153.07
2013-01-11,2343077.25,1805692.13
2013-01-12,2814596.53,2241879.07
2013-01-13,2919719.62,2279740.92
2013-01-14,3077677.28,2477490.97
2013-01-15,2536405.93,2094291.34
2013-01-16,1849789.43,1445623.48
2013-01-17,2173214.95,1763012.0
2013-01-18,2099249.56,1615535.57
2013-01-19,2477132.79,2033637.15
2013-01-20,2522776.58,2018671.04
2013-01-21,4100379.42,3250868.59
2013-01-22,3538734.12,2801650.02
2013-01-23,2836455.88,2322088.98
2013-01-24,2522924.71,2102458.71
2013-01-25,2823082.71,2273250.41
2013-01-26,2312290.79,1869897.73
2013-01-27,3818881.29,3023842.24
2013-01-28,5008712.77,4035190.91
2013-01-29,4833870.43,4015854.7
2013-01-30,4296295.37,3414688.28
2013-01-31,3378679.46,2731823.14
2013-02-01,4073777.92,3289266.58
2013-02-02,2351969.75,1915236.16
2013-02-03,2743224.75,2293960.05
2013-02-04,3599084.22,2986552.92
2013-02-05,3829186.14,3181079.49
2013-02-06,2313071.08,1919077.04
2013-02-07,2839296.13,2338660.54
2013-02-08,2648161.4,2136088.4
2013-02-09,2957587.36,2354253.06
2013-02-10,3380985.73,2832001.18
2013-02-11,4189315.44,3426089.62
2013-02-12,3967295.55,3276616.25
2013-02-13,3156812.35,2628245.52
2013-02-14,3286622.13,2725794.93
2013-02-15,2860640.37,2293142.09
2013-02-16,3339909.75,2755975.45
2013-02-17,3433567.61,2907659.44
2013-02-18,4473211.04,3823113.82
2013-02-19,4318301.23,3421155.04
2013-02-20,3392471.04,2787089.48
2013-02-21,3412803.18,2676550.95
2013-02-22,3535377.38,2908690.59
2013-02-23,4286140.45,3439856.85
2013-02-24,5419232.89,4431878.1
2013-02-25,9128225.25,7430696.94
2013-02-26,6762535.71,5653323.87
2013-02-27,5716765.68,4880975.48
2013-02-28,4367566.41,3573846.75
2013-03-01,2693901.21,2256905.73
2013-03-02,279813.94,236576.31
2013-03-03,1959484.08,1505793.8
2013-03-04,1412869.43,1130489.5
2013-03-05,2440470.72,1954056.55
2013-03-06,3247761.18,2622451.1
2013-03-07,4017685.67,3191424.08
2013-03-08,3622255.55,2838056.23
2013-03-09,3263371.09,2560913.71
2013-03-10,3510986.19,2877727.07
2013-03-11,3242639.13,2568418.97
2013-03-12,3660190.99,2853606.73
2013-03-13,4335373.37,3463021.54
2013-03-14,6692797.3,5359353.2
2013-03-15,5330057.69,4206775.58
2013-03-16,3591734.21,2762570.88
2013-03-17,4401297.64,3565497.63
2013-03-18,4567013.37,3743618.37
2013-03-19,4645433.62,3929520.42
2013-03-20,4992105.19,4308112.41
2013-03-21,7355693.45,6496769.78
2013-03-22,6603332.26,6021167.98
2013-03-23,6009508.61,5393148.03
2013-03-24,5088153.2,4610104.28
2013-03-25,4694308.82,4169990.65
2013-03-26,5731432.22,5192620.7
2013-03-27,6872130.59,6081507.57
2013-03-28,8099154.93,7239463.63
2013-03-29,8381683.44,7644413.84
2013-03-30,11636994.38,10600188.31
2013-03-31,9455023.8,8513517.85
2013-04-01,10313848.23,9188774.52
2013-04-02,8250013.05,7374699.1
2013-04-03,8740749.51,7769943.74
2013-04-04,4270660.8,3779960.51
2013-04-05,3073716.42,2637291.44
2013-04-06,3663196.56,3221790.63
2013-04-07,2924734.26,2598895.09
2013-04-08,4670874.28,4351446.44
2013-04-09,4293257.18,3845242.09
2013-04-10,6011834.78,5327749.04
2013-04-11,4244755.76,3794688.65
2013-04-12,4282161.81,3850989.97
2013-04-13,5214391.75,4691901.42
2013-04-14,4506492.03,3873550.82
2013-04-15,5167610.5,4514315.72
2013-04-16,5887221.88,4755791.57
2013-04-17,8104639.53,6617328.78
2013-04-18,6536742.64,5253454.75
2013-04-19,5871312.85,4657092.08
2013-04-20,6012115.71,4722140.67
2013-04-21,6323547.99,5021941.78
2013-04-22,7292352.56,5866886.82
2013-04-23,8757473.08,6907927.03
2013-04-24,9358565.61,7286897.36
2013-04-25,9127283.0,7206948.14
2013-04-26,6156392.84,4860244.05
2013-04-27,6420235.09,5103697.51
2013-04-28,9099343.31,7234100.22
2013-04-29,13160942.22,10423989.71
2013-04-30,11190466.86,8842281.65
2013-05-01,13051232.31,10395426.51
2013-05-02,11179665.29,8989067.99
2013-05-03,8173550.12,6507576.59
2013-05-04,3225175.57,2586608.79
2013-05-05,3906711.0,3268319.42
2013-05-06,4311626.38,3384442.35
2013-05-07,3763332.37,3079887.85
2013-05-08,5458168.5,4267785.48
2013-05-09,5815611.07,4647084.74
2013-05-10,4248246.45,3392369.6
2013-05-11,4388803.6,3347274.34
2013-05-12,4298069.68,3423974.02
2013-05-13,4663488.62,3677688.54
2013-05-14,5622176.45,4515976.68
2013-05-15,6416011.44,5136196.06
2013-05-16,7727680.05,6101584.58
2013-05-17,6520355.77,5213542.1
2013-05-18,5126131.05,4165368.61
2013-05-19,5417543.03,4323889.4
2013-05-20,5837064.06,4872375.63
2013-05-21,5156527.79,4086850.49
2013-05-22,6977473.78,5617374.39
2013-05-23,9166919.02,7150676.62
2013-05-24,6670030.19,5242528.96
2013-05-25,5054594.94,3916382.21
2013-05-26,3649585.05,2889501.26
2013-05-27,4403026.04,3471897.02
2013-05-28,6274027.61,4977411.59
2013-05-29,7359639.59,5841803.19
2013-05-30,12828293.48,10036927.65
2013-05-31,13809349.18,11231361.14
2013-06-01,13162597.88,10314262.16
2013-06-02,12079925.72,9610953.04
2013-06-03,9411997.25,7525850.2
2013-06-04,5397308.75,4297393.33
2013-06-05,6860958.96,5505167.85
2013-06-06,5692902.11,4632206.37
2013-06-07,3843507.28,2986865.05
2013-06-08,3646959.35,2897196.14
2013-06-09,3880132.51,3070545.08
2013-06-10,4476887.83,3582347.82
2013-06-11,5003847.86,3903592.44
2013-06-12,7209020.15,5796177.46
2013-06-13,6845836.24,5559998.61
2013-06-14,4871516.57,3975403.65
2013-06-15,5166292.57,4029821.84
2013-06-16,5794009.15,4551326.63
2013-06-17,5795298.96,4637293.92
2013-06-18,6632615.61,5459331.17
2013-06-19,7437341.02,6031157.35
2013-06-20,7078652.68,5515676.8
2013-06-21,5526354.45,4396745.86
2013-06-22,5117274.96,4111300.17
2013-06-23,5844565.63,4855247.11
2013-06-24,5243774.5,4800223.91
2013-06-25,6728887.1,6142934.34
2013-06-26,8817278.13,8290194.65
2013-06-27,7748199.74,7462815.86
2013-06-28,6285354.21,6043485.1
2013-06-29,9546012.78,9167617.84
2013-06-30,7372318.59,7149429.97
2013-07-01,6359864.53,6248239.94
2013-07-02,7209130.33,6927420.38
2013-07-03,8038680.63,7869401.17
2013-07-04,2521315.44,2408274.98
2013-07-05,2494107.65,2432073.97
2013-07-06,2452372.43,2331799.51
2013-07-07,2958215.01,2950992.63
2013-07-08,2571901.18,2450996.77
2013-07-09,4624825.33,4592718.95
2013-07-10,3855254.64,3797797.81
2013-07-11,5785320.61,5626075.87
2013-07-12,6053300.71,5886949.95
2013-07-13,4161301.31,3995435.41
2013-07-14,4482102.22,4419156.67
2013-07-15,4387240.36,4219310.04
2013-07-16,4411030.39,4135243.61
2013-07-17,4475453.64,4375610.63
2013-07-18,6265533.39,6163756.55
2013-07-19,6310739.5,5960928.51
2013-07-20,4157746.85,3978173.28
2013-07-21,4847680.2,4301699.27
2013-07-22,5926190.4,5032346.99
2013-07-23,4436778.28,3552350.42
2013-07-24,7329505.1,5924978.27
2013-07-25,6342757.31,4978292.65
2013-07-26,6941436.71,5543496.22
2013-07-27,4353958.13,3499528.32
2013-07-28,6017516.42,4917333.26
2013-07-29,8158241.16,6599164.67
2013-07-30,7711378.77,7073525.07
2013-07-31,10104475.36,10851542.12
2013-08-01,10998208.4,12167214.07
2013-08-02,7422715.15,9601836.11
2013-08-03,5599602.67,7786528.35
2013-08-04,5021938.29,7089757.76
2013-08-05,2231563.34,3064145.21
2013-08-06,2493225.51,3592496.3
2013-08-07,2638845.23,3381813.66
2013-08-08,3065089.0,4223344.7
2013-08-09,2598855.08,3418548.13
2013-08-10,1776113.02,2320738.01
2013-08-11,2074476.53,2834815.33
2013-08-12,1933036.01,2566277.36
2013-08-13,2531884.21,3266499.42
2013-08-14,2791478.67,3740726.27
2013-08-15,3665019.45,4896607.22
2013-08-16,3619170.1,4661015.06
2013-08-17,3066137.96,4129676.85
2013-08-18,2385617.18,2947242.18
2013-08-19,2870843.18,3669528.41
2013-08-20,2730112.88,3528369.0
2013-08-21,2707776.73,3591906.04
2013-08-22,3821233.2,5275320.79
2013-08-23,3454696.96,4693020.59
2013-08-24,2837188.07,4087795.83
2013-08-25,3018860.44,3945685.24
2013-08-26,3465971.03,4845153.03
2013-08-27,3008572.56,3950990.04
2013-08-28,3749158.5,4845899.79
2013-08-29,6385124.62,8251851.88
2013-08-30,5499141.72,7247803.25
2013-08-31,6810100.27,8325085.12
2013-09-01,6018993.92,6937336.62
2013-09-02,5386759.65,5986639.99
2013-09-03,4126941.12,3701795.41
2013-09-04,5401049.96,4808183.3
2013-09-05,3168900.6,2729766.04
2013-09-06,2705040.33,2367475.06
2013-09-07,2468479.29,2187848.67
2013-09-08,3056823.21,2611808.27
2013-09-09,3771227.87,3399993.99
2013-09-10,5357130.97,4737093.81
2013-09-11,4636476.74,4075727.91
2013-09-12,3865949.23,3502787.78
2013-09-13,3034568.95,2783517.1
2013-09-14,3664631.38,3289032.18
2013-09-15,3078369.62,2753095.6
2013-09-16,3927167.34,3489729.16
2013-09-17,5410121.46,4728526.43
2013-09-18,4460453.69,3992756.75
2013-09-19,2995364.48,2599191.98
2013-09-20,3316913.08,3045593.87
2013-09-21,3799564.88,3399323.86
2013-09-22,3243304.2,2980813.06
2013-09-23,4426354.9,3977701.82
2013-09-24,4673257.46,4051335.39
2013-09-25,4851490.55,4336304.71
2013-09-26,4120039.5,3761711.17
2013-09-27,4676571.41,4202205.54
2013-09-28,7035889.97,6246182.51
2013-09-29,5087376.98,4359895.07
2013-09-30,5768935.23,5117966.77
2013-10-01,5389130.81,4591599.54
2013-10-02,5393969.29,4651419.05
2013-10-03,2026611.74,1672946.51
2013-10-04,2912944.43,2284930.64
2013-10-05,2463961.82,1952842.64
2013-10-06,2875234.12,2170808.86
2013-10-07,2084519.3,1674894.34
2013-10-08,2982770.86,2404722.52
2013-10-09,3524600.98,2822967.5
2013-10-10,4018321.34,3267316.51
2013-10-11,1938342.36,1556262.82
2013-10-12,3170838.37,2562812.71
2013-10-13,3719451.39,2946745.46
2013-10-14,3097590.81,2398025.79
2013-10-15,4062456.23,3281418.54
2013-10-16,4801027.51,3944302.72
2013-10-17,3348412.32,2713865.33
2013-10-18,3238854.55,2560313.88
2013-10-19,3376648.2,2769325.22
2013-10-20,2888479.98,2302148.44
2013-10-21,3409990.75,2751364.44
2013-10-22,3932052.89,3189287.97
2013-10-23,4895108.72,3861527.06
2013-10-24,4333852.18,3403031.49
2013-10-25,3503713.92,2743366.59
2013-10-26,2923604.47,2331573.03
2013-10-27,2949737.88,2365410.99
2013-10-28,3235799.73,2588267.2
2013-10-29,5981959.98,4833162.34
2013-10-30,6960811.52,5563340.73
2013-10-31,5649038.29,4525813.51
2013-11-01,4823330.61,3780905.84
2013-11-02,4871579.51,3874376.58
2013-11-03,2310551.56,1894570.42
2013-11-04,2638652.15,2128739.96
2013-11-05,3529966.51,2818098.89
2013-11-06,2440647.75,1890461.99
2013-11-07,2145217.46,1755584.37
2013-11-08,2200221.02,1790704.8
2013-11-09,2018930.67,1594615.53
2013-11-10,2722218.97,2099682.78
2013-11-11,3495969.18,2676318.51
2013-11-12,5162437.56,3979066.87
2013-11-13,4681263.25,3622930.35
2013-11-14,3118904.74,2460188.52
2013-11-15,3370811.62,2719077.99
2013-11-16,3365890.12,2733920.22
2013-11-17,2416530.15,1906202.04
2013-11-18,2109164.6,1778409.36
2013-11-19,3237660.32,2746026.34
2013-11-20,3321114.32,2983892.23
2013-11-21,2595234.4,2362389.95
2013-11-22,2550262.64,2542345.82
2013-11-23,2054330.57,2011741.48
2013-11-24,2519706.85,2537974.67
2013-11-25,2406331.38,2358037.25
2013-11-26,3107204.99,3083734.78
2013-11-27,3123410.59,3027393.58
2013-11-28,3580033.44,3514991.8
2013-11-29,1768057.43,1773822.57
2013-11-30,2685677.46,2672025.29
2013-12-01,2391698.09,2420438.06
2013-12-02,2263746.75,2226485.61
2013-12-03,1933337.47,1904782.57
2013-12-04,2924599.17,2877557.67
2013-12-05,2231578.75,2246889.53
2013-12-06,1718341.54,1744505.5
2013-12-07,1444180.43,1408359.66
2013-12-08,1714762.98,1677034.75
2013-12-09,1959405.6,1928205.78
2013-12-10,2256213.74,2198430.55
2013-12-11,3016597.65,3024225.14
2013-12-12,2988571.87,2946591.17
2013-12-13,2131538.29,2083673.81
2013-12-14,2245758.87,2305729.18
2013-12-15,2154695.59,2095032.07
2013-12-16,2694197.04,2720062.14
2013-12-17,3167410.81,3021649.06
2013-12-18,3189533.36,3219583.56
2013-12-19,3062553.19,2981811.67
2013-12-20,2500743.7,2516358.41
2013-12-21,3213344.27,3159953.94
2013-12-22,3476225.97,3458589.82
2013-12-23,2932660.62,2856672.71
2013-12-24,2629786.52,2542278.8
2013-12-25,3807864.44,3711704.9
2013-12-26,3278628.42,3269160.78
2013-12-27,1853472.36,1854636.14
2013-12-28,3547336.16,3487806.62
2013-12-29,6516622.75,6506519.56
2013-12-30,5792994.45,5695206.04
2013-12-31,6247467.59,6080338.22
2014-01-01,5743739.48,5563113.31
2014-01-02,3787850.5,3666330.68
2014-01-03,2354832.6,1871645.41
2014-01-04,2243604.06,1747621.88
2014-01-05,2361866.5,1851453.14
2014-01-06,2639202.87,2146455.69
2014-01-07,3437125.39,2809411.95
2014-01-08,2250519.73,1808614.16
2014-01-09,2214274.18,1884156.18
2014-01-10,1886360.71,1560748.05
2014-01-11,2550841.93,2031865.95
2014-01-12,2172729.29,1773388.32
2014-01-13,2467719.52,1991302.84
2014-01-14,3356963.59,2731972.75
2014-01-15,3637788.72,2842296.43
2014-01-16,2005770.41,1635446.76
2014-01-17,2464459.86,2002144.2
2014-01-18,1718246.3,1332157.65
2014-01-19,2453121.94,1918965.99
2014-01-20,3133739.97,2422846.03
2014-01-21,3590697.9,2848601.86
2014-01-22,3244854.06,2563525.38
2014-01-23,3187811.81,2528375.63
2014-01-24,1812010.8,1397879.36
2014-01-25,2221742.74,1777122.99
2014-01-26,2002533.83,1553846.68
2014-01-27,2983790.31,2360438.19
2014-01-28,5411096.61,4320849.3
2014-01-29,4892083.36,3928929.64
2014-01-30,3844256.32,3007196.76
2014-01-31,3732079.59,2938223.15
2014-02-01,3825094.63,3049434.19
2014-02-02,2382294.19,1885054.33
2014-02-03,2051412.93,1563684.31
2014-02-04,2787111.54,2197609.21
2014-02-05,2599325.56,2019260.92
2014-02-06,2415914.42,1966150.9
2014-02-07,3381887.13,2654650.93
2014-02-08,2907660.51,2328115.15
2014-02-09,2947940.87,2410207.36
2014-02-10,3705563.44,2772562.54
2014-02-11,4637151.61,3649526.8
2014-02-12,3457342.17,2728834.4
2014-02-13,3190217.92,2601375.48
2014-02-14,2632487.0,2058838.35
2014-02-15,2873057.42,2155414.19
2014-02-16,3990264.22,3220526.51
2014-02-17,3757742.25,3005221.34
2014-02-18,4902775.35,3900047.01
2014-02-19,4469573.84,3530912.16
2014-02-20,3050037.65,2452045.97
2014-02-21,3394380.68,2732646.22
2014-02-22,4262143.74,3402076.06
2014-02-23,3997442.72,3186343.91
2014-02-24,4743111.4,3834496.32
2014-02-25,6869199.08,5572490.58
2014-02-26,7766238.39,6157127.45
2014-02-27,5932389.78,4717814.02
2014-02-28,5511196.67,4511480.57
2014-03-01,4400079.49,3611872.46
2014-03-02,4943352.33,3968450.0
2014-03-03,3637156.46,2881941.03
2014-03-04,4742209.79,3846248.96
2014-03-05,5310211.41,4366670.54
2014-03-06,5506734.13,4454685.13
2014-03-07,3167820.98,2582186.62
2014-03-08,3577664.95,2914921.51
2014-03-09,3828277.38,3070464.44
2014-03-10,4725035.68,3759283.28
2014-03-11,5775004.59,4559934.88
2014-03-12,6930320.53,5534691.64
2014-03-13,5304893.97,4244468.26
2014-03-14,4544809.4,3647946.39
2014-03-15,4691387.16,3744464.98
2014-03-16,5553669.8,4426899.92
2014-03-17,6623777.28,5406586.76
2014-03-18,5707570.51,4657479.17
2014-03-19,7282983.0,6147005.74
2014-03-20,6459634.76,5394910.61
2014-03-21,4506741.28,3883392.78
2014-03-22,4682426.76,4390336.24
2014-03-23,5239607.0,4727286.58
2014-03-24,5516390.06,5135733.73
2014-03-25,6858764.17,6248964.6
2014-03-26,7966063.19,7366934.0
2014-03-27,8330175.47,7600114.49
2014-03-28,5747360.19,5214181.96
2014-03-29,6857129.34,6302802.0
2014-03-30,12784107.1,11757805.12
2014-03-31,12312523.89,11321960.71
2014-04-01,12163891.23,11150883.99
2014-04-02,13046471.25,11843249.22
2014-04-03,9642469.77,8683847.27
2014-04-04,3027057.03,2762337.1
2014-04-05,4578612.03,4277766.79
2014-04-06,4749333.13,4416528.48
2014-04-07,4614814.59,4275798.75
2014-04-08,6392830.04,5806623.81
2014-04-09,6139037.72,5584747.6
2014-04-10,5203589.72,4738923.88
2014-04-11,5105964.56,4552400.07
2014-04-12,5687376.75,5248378.46
2014-04-13,4945405.38,4494711.75
2014-04-14,6921493.59,6054527.76
2014-04-15,7871571.71,6776042.49
2014-04-16,7912857.96,6785359.76
2014-04-17,5557754.18,4737292.06
2014-04-18,5700339.67,4462371.41
2014-04-19,6624958.05,5350753.37
2014-04-20,6418388.34,5065177.85
2014-04-21,8414591.83,6893636.69
2014-04-22,10131097.46,8109722.27
2014-04-23,8191044.84,6573636.73
2014-04-24,6761050.63,5427294.9
2014-04-25,7297129.72,5878423.04
2014-04-26,7473782.26,5884034.36
2014-04-27,9019804.81,7060147.55
2014-04-28,11814441.72,9367036.91
2014-04-29,17347427.27,13752034.86
2014-04-30,13811054.06,10868835.13
2014-05-01,13289875.45,10604429.39
2014-05-02,9037359.63,7277515.81
2014-05-03,8214103.42,6577016.62
2014-05-04,2887053.22,2293661.95
2014-05-05,4251113.98,3397014.1
2014-05-06,5130961.6,4130431.51
2014-05-07,6175024.0,5012292.24
2014-05-08,6845994.59,5424944.1
2014-05-09,3896896.85,3172234.57
2014-05-10,5476367.67,4341371.17
2014-05-11,5960839.36,4817268.38
2014-05-12,6171798.51,4876269.62
2014-05-13,6357034.06,5124302.35
2014-05-14,8953168.22,7238881.78
2014-05-15,7521179.22,5970183.39
2014-05-16,7254155.54,5828882.18
2014-05-17,6473741.19,5173264.38
2014-05-18,7502869.16,6017924.93
2014-05-19,6717427.22,5373895.24
2014-05-20,6998009.98,5565704.32
2014-05-21,9232803.8,7257287.25
2014-05-22,8682669.79,6984588.89
2014-05-23,6481511.11,5117307.95
2014-05-24,5624884.34,4535522.53
2014-05-25,7834743.41,6254562.47
2014-05-26,7196331.6,5750840.38
2014-05-27,11197544.52,8926851.08
2014-05-28,14237002.33,11276884.86
2014-05-29,12708438.64,10157319.36
2014-05-30,13573669.01,10729950.95
2014-05-31,12424970.9,9985304.33
2014-06-01,11536710.05,9170211.02
2014-06-02,10120772.07,8076952.84
2014-06-03,7433951.35,5784897.37
2014-06-04,6422990.57,5214120.6
2014-06-05,4701261.04,3843536.1
2014-06-06,4455750.46,3475184.85
2014-06-07,5291724.53,4145797.41
2014-06-08,5672479.42,4555972.93
2014-06-09,5745736.68,4655455.78
2014-06-10,8176131.42,6751336.8
2014-06-11,6815089.25,5416132.65
2014-06-12,6198469.27,4930278.7
2014-06-13,5808360.57,4689299.84
2014-06-14,6159350.48,4887308.6
2014-06-15,6251988.62,5001362.67
2014-06-16,7506669.47,5993922.63
2014-06-17,7985873.38,6364228.97
2014-06-18,6928139.58,5573372.83
2014-06-19,5160401.64,4101123.87
2014-06-20,5726955.46,4649863.18
2014-06-21,5534870.9,4397465.45
2014-06-22,6871043.81,5449439.25
2014-06-23,7520898.79,6115811.37
2014-06-24,8318751.36,7165579.48
2014-06-25,7464560.81,6650267.82
2014-06-26,5465498.81,5160550.9
2014-06-27,6215342.27,5942103.5
2014-06-28,6715989.51,6489880.35
2014-06-29,10967240.25,10676762.03
2014-06-30,8960784.4,8779889.34
2014-07-01,9836345.7,9652958.13
2014-07-02,8037264.4,7829854.35
2014-07-03,6599126.14,6280312.35
2014-07-04,1539342.27,1546984.48
2014-07-05,2247607.0,2088267.2
2014-07-06,2992177.47,2950653.66
2014-07-07,3321041.63,3237780.91
2014-07-08,4389991.98,4344681.53
