product_id,product_name,category,segment,size,color,price,cogs
563,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,9445.094755700327,8972.84001791531
564,SaigonFlex UC-29,Streetwear,Everyday,S,white,11503.8,7876.651859999999
565,SaigonFlex UC-30,Streetwear,Everyday,M,purple,10752.791426927502,9051.699823187571
566,SaigonFlex UC-31,Streetwear,Everyday,L,green,11783.942843326886,9612.16217730174
567,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,10134.776887966806,8711.854212896265
568,SaigonFlex UC-33,Streetwear,Everyday,S,pink,10532.698282442749,7628.833365973283
569,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,12601.622727272726,11971.54159090909
570,SaigonFlex UC-35,Streetwear,Everyday,L,red,6934.761627906977,6364.030745930232
571,SaigonFlex UC-36,Streetwear,Everyday,XL,black,6325.199999999999,6008.939999999999
572,SaigonFlex UC-37,Streetwear,Everyday,S,orange,5428.175373134329,5156.766604477612
573,SaigonFlex UC-38,Streetwear,Everyday,M,blue,3743.690322580645,2813.7576464516133
574,SaigonFlex UC-39,Streetwear,Everyday,L,white,10912.659378640778,10134.58676494369
575,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,11157.957055214723,10600.059202453987
576,SaigonFlex UC-41,Streetwear,Everyday,S,green,18775.840588235293,12572.302857882352
577,SaigonFlex UC-42,Streetwear,Everyday,M,silver,12288.258347826088,9234.626148391304
578,SaigonFlex UC-43,Streetwear,Everyday,L,pink,9414.213956043955,6648.317895758242
579,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,15941.109130434785,14039.334811173912
580,SaigonFlex UC-45,Streetwear,Everyday,S,red,9901.548539325842,9406.47111235955
581,SaigonFlex UC-46,Streetwear,Everyday,M,black,16696.35,14125.112099999997
582,SaigonFlex UC-47,Streetwear,Everyday,L,orange,4283.701578947369,3193.499527105263
583,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,6610.571739130435,4418.506150434782
584,SaigonFlex UC-49,Streetwear,Everyday,S,white,7436.313925233644,4666.286988084112
585,SaigonFlex UC-50,Streetwear,Everyday,M,purple,5044.252669537136,4792.040036060279
586,SaigonFlex UC-51,Streetwear,Everyday,L,green,4552.686272040302,4325.051958438287
587,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,31.33370262797137,19.58344028160639
588,SaigonFlex UC-53,Streetwear,Everyday,S,pink,7437.165180722891,6317.871821024096
589,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,10207.29366412214,7250.240689625954
590,SaigonFlex UC-55,Streetwear,Everyday,L,red,10658.332964467008,10125.416316243656
591,SaigonFlex UC-56,Streetwear,Everyday,XL,black,11048.621805273831,10496.190715010142
592,SaigonFlex UC-57,Streetwear,Everyday,S,orange,11573.637804878048,7346.945278536587
593,SaigonFlex UC-58,Streetwear,Everyday,M,blue,10942.190633484162,8946.335061936654
594,SaigonFlex UC-59,Streetwear,Everyday,L,white,42.90873487037344,24.500482522900096
595,SaigonFlex UC-60,Streetwear,Everyday,XL,purple,8975.727475247524,5284.908337425743
596,SaigonFlex UC-61,Streetwear,Everyday,S,green,9577.146989690722,5842.05966371134
597,SaigonFlex UC-62,Streetwear,Everyday,M,silver,60.89870697563103,38.963323338682926
598,SaigonFlex UC-63,Streetwear,Everyday,L,pink,11489.45256880734,7924.275436706423
599,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.856285414482,10116.413471143758
600,SaigonFlex UC-65,Streetwear,Everyday,S,red,9148.348757120662,4647.361168617297
601,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.49563106796,14966.770849514562
602,SaigonFlex UC-67,Streetwear,Everyday,L,orange,15756.270560747664,11752.60221126168
603,SaigonFlex UC-68,Streetwear,Everyday,XL,blue,11026.336363636365,8163.899443636364
604,SaigonFlex UC-69,Streetwear,Everyday,S,white,6135.298830630299,4141.940240558514
605,SaigonFlex UC-70,Streetwear,Everyday,M,purple,4940.962741935484,3748.214336032258
606,SaigonFlex UC-71,Streetwear,Everyday,L,green,4042.8549822064056,3552.4566728647687
607,SaigonFlex UC-72,Streetwear,Everyday,XL,silver,11408.04,7676.470116
608,SaigonFlex UC-73,Streetwear,Everyday,S,pink,11699.1,11114.145
609,SaigonFlex UC-74,Streetwear,Everyday,M,yellow,10426.571033557047,8987.704230926174
610,SaigonFlex UC-75,Streetwear,Everyday,L,red,11122.506,9587.600172
611,SaigonFlex UC-76,Streetwear,Everyday,XL,black,17959.956617647054,12395.962057499995
612,SaigonFlex UC-77,Streetwear,Everyday,S,orange,11727.45,7625.187989999999
613,SaigonFlex UC-78,Streetwear,Everyday,M,blue,30.15463522343498,17.203640475749392
614,SaigonFlex UC-79,Streetwear,Everyday,L,white,8263.487647058824,6609.137420117648
615,SaigonFlex UC-80,Streetwear,Everyday,XL,purple,8328.96637057599,4873.278223424012
616,SaigonFlex UC-81,Streetwear,Everyday,S,green,8545.56230769231,7898.663241
617,SaigonFlex UC-82,Streetwear,Everyday,M,silver,10151.263043478262,6680.546208913043
618,SaigonFlex UC-83,Streetwear,Everyday,L,pink,14262.4125,13549.291875
619,SaigonFlex UC-84,Streetwear,Everyday,XL,yellow,11336.85,6509.61927
620,SaigonFlex UC-85,Streetwear,Everyday,S,red,30.15483325288156,17.16017393108335
621,SaigonFlex UC-86,Streetwear,Everyday,M,black,62.2827889133325,34.48317542707641
622,SaigonFlex UC-87,Streetwear,Everyday,L,orange,9946.84289008455,7374.589318708685
623,SaigonFlex UC-88,Streetwear,Everyday,XL,blue,17011.958108108105,9844.820157162165
624,SaigonFlex UC-89,Streetwear,Everyday,S,white,45.01401526716507,26.88267126437134
625,SaigonFlex UC-90,Streetwear,Everyday,M,purple,16075.5,8733.81915
626,SaigonFlex UC-91,Streetwear,Everyday,L,green,17013.896946107783,16163.202098802392
627,SaigonFlex UC-92,Streetwear,Everyday,XL,silver,11006.55,7708.987620000001
628,SaigonFlex UC-93,Streetwear,Everyday,S,pink,11516.4,9278.76348
629,SaigonFlex UC-94,Streetwear,Everyday,M,yellow,9968.7,9470.265
630,SaigonFlex UC-95,Streetwear,Everyday,L,red,6176.85,3866.090415
631,SaigonFlex UC-96,Streetwear,Everyday,XL,black,4677.019784172662,4443.168794964029
632,SaigonFlex UC-97,Streetwear,Everyday,S,orange,4844.7,2618.07588
633,SaigonFlex UC-98,Streetwear,Everyday,M,blue,6803.801506849315,3769.3060347945207
634,SaigonFlex UC-99,Streetwear,Everyday,L,white,10788.273954983924,6005.8321107395495
635,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.220588235294,9205.430477941176
636,SaigonFlex UC-01,Streetwear,Everyday,S,green,10891.997347272134,9183.042963485135
637,SaigonFlex UC-02,Streetwear,Everyday,M,silver,10938.358303886926,8362.374923321555
638,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775
639,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.428125,10057.10671875
640,SaigonFlex UC-05,Streetwear,Everyday,S,red,9757.343076923078,9269.475923076923
641,SaigonFlex UC-06,Streetwear,Everyday,M,black,9957.778918764305,8252.011389979976
642,SaigonFlex UC-07,Streetwear,Everyday,L,orange,10862.120949720673,7602.398452709498
643,SaigonFlex UC-08,Streetwear,Everyday,XL,blue,13917.75,9639.43365
644,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.752256033578,8623.041808929696
645,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.095000000001,8502.590250000001
646,SaigonFlex UC-11,Streetwear,Everyday,L,green,11258.1,8881.51509
647,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,11033.912927650028,6038.860545302861
648,SaigonFlex UC-13,Streetwear,Everyday,S,pink,10560.816,10032.7752
649,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.343684210527,9580.1265
650,SaigonFlex UC-15,Streetwear,Everyday,L,red,6110.106266552755,5804.600953225117
651,SaigonFlex UC-16,Streetwear,Everyday,XL,black,9885.465808383236,5627.795684712575
652,SaigonFlex UC-17,Streetwear,Everyday,S,orange,9960.631578947368,9462.6
653,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.532361623616,10055.305743542434
654,SaigonFlex UC-19,Streetwear,Everyday,L,white,12297.939230769232,11683.04226923077
655,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.938926174498,7837.237263020134
656,SaigonFlex UC-21,Streetwear,Everyday,S,green,10963.752007822686,8877.35000073403
657,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.21447260834,10469.203748977923
658,SaigonFlex UC-23,Streetwear,Everyday,L,pink,11169.79043478261,8112.6187927826095
659,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,18102.50513513513,10184.469389027028
660,SaigonFlex UC-25,Streetwear,Everyday,S,red,8500.351456310678,5856.742153398059
661,SaigonFlex UC-26,Streetwear,Everyday,M,black,27.4457202657164,16.64539331995362
662,SaigonFlex UC-27,Streetwear,Everyday,L,orange,10139.144776119403,5848.258706865672
663,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,8397.9,7978.004999999999
664,SaigonFlex UC-29,Streetwear,Everyday,S,white,41.1417745385124,22.89831299904119
665,SaigonFlex UC-30,Streetwear,Everyday,M,purple,27.512292997345988,17.265415450344953
666,SaigonFlex UC-31,Streetwear,Everyday,L,green,9766.924054054054,7154.271869594596
667,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,9799.404146341463,9309.43393902439
668,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.154524
669,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,16376.85,13867.91658
670,SaigonFlex UC-35,Streetwear,Everyday,L,red,10899.88914893617,10354.894691489362
671,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.626315789474,7866.463912105264
672,SaigonFlex UC-37,Streetwear,Everyday,S,orange,11024.427272727276,10473.20590909091
673,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.486860722153324,16.36372210394695
674,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.577208862469,6274.268936044312
675,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,7873.649577861162,5241.488523982176
676,SaigonFlex UC-41,Streetwear,Everyday,S,green,9891.036652260638,9195.696775606715
677,SaigonFlex UC-42,Streetwear,Everyday,M,silver,36.480756727820456,21.977431584878826
678,SaigonFlex UC-43,Streetwear,Everyday,L,pink,15.4049348383473,9.151706300666453
679,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,16.610464145853648,9.801441325584722
680,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.44547294094096,16.0250054413446
681,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.554838709679,8272.446178709677
682,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.827272727272,11059.735909090909
683,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.884955752212,6262.6318380530965
684,SaigonFlex UC-49,Streetwear,Everyday,S,white,10989.136432160803,10439.679610552765
685,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.728957654725,8328.663148983715
686,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.396153846154,5513.764918846154
687,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,5610.653125000001,4180.4976434375
688,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.905,5116.246400999999
689,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,4162.627714977795,3842.937906467501
690,SaigonFlex UC-55,Streetwear,Everyday,L,red,4598.817231121282,3100.062695498856
691,SaigonFlex UC-56,Streetwear,Everyday,XL,black,4663.545057034221,4430.36780418251
692,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.191482
693,SaigonFlex UC-58,Streetwear,Everyday,M,blue,22.084313317745423,12.489209747825754
189,DragonWear UC-01,Streetwear,Everyday,M,yellow,9513.0,6181.5474
190,DragonWear UC-02,Streetwear,Everyday,L,red,9443.7,7547.405040000001
191,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.7396
192,DragonWear UC-04,Streetwear,Everyday,S,orange,37.55095959605123,21.336185365589483
193,DragonWear UC-05,Streetwear,Everyday,M,blue,9191.7,7248.57462
194,DragonWear UC-06,Streetwear,Everyday,L,white,23.029830867355027,14.651084686631249
195,DragonWear UC-07,Streetwear,Everyday,XL,purple,9191.7,5645.5421400000005
196,DragonWear UC-08,Streetwear,Everyday,S,green,10073.7,7970.31144
387,LotusWear UC-01,Streetwear,Everyday,XL,silver,11966.85,11368.5075
388,LotusWear UC-02,Streetwear,Everyday,S,pink,12720.344318181818,12084.327102272728
389,LotusWear UC-03,Streetwear,Everyday,M,yellow,11063.057547169812,10102.784152075472
390,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.13521
391,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.216895
938,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.82298104757963,12.133510917425138
939,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.106487018096,4269.401162667191
940,HanoiStreet UC-03,Streetwear,Everyday,S,red,8270.437924528303,7856.916028301888
941,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14324
942,HanoiStreet UC-05,Streetwear,Everyday,L,orange,7413.811748878924,6891.879401757848
943,HanoiStreet UC-06,Streetwear,Everyday,XL,blue,8063.37,7660.201499999999
944,HanoiStreet UC-07,Streetwear,Everyday,S,white,8971.2,4491.8798400000005
945,HanoiStreet UC-08,Streetwear,Everyday,M,purple,8241.386433389545,7829.317111720067
946,HanoiStreet UC-09,Streetwear,Everyday,L,green,8360.990689655173,4980.642153827586
947,HanoiStreet UC-10,Streetwear,Everyday,XL,silver,8472.12,7214.857392000001
948,HanoiStreet UC-11,Streetwear,Everyday,S,pink,9063.348260869563,5344.656469434784
949,HanoiStreet UC-12,Streetwear,Everyday,M,yellow,15434.37,14662.6515
950,HanoiStreet UC-13,Streetwear,Everyday,L,red,17009.37,10601.940321
951,HanoiStreet UC-14,Streetwear,Everyday,XL,black,59.51685248967167,34.956088420323645
952,HanoiStreet UC-15,Streetwear,Everyday,S,orange,3321.4462564991336,3155.3739436741766
953,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.25584774884125,17.459877222806806
954,HanoiStreet UC-17,Streetwear,Everyday,L,white,8325.9412900097,7430.902601333657
955,HanoiStreet UC-18,Streetwear,Everyday,XL,purple,9605.663617021277,6085.187901382978
956,HanoiStreet UC-19,Streetwear,Everyday,S,green,9913.23,9417.5685
957,HanoiStreet UC-20,Streetwear,Everyday,M,silver,9761.416875,6531.3640310625005
958,HanoiStreet UC-21,Streetwear,Everyday,L,pink,8992.782371134022,5238.295731185568
959,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.115901639345,6593.155962491804
960,HanoiStreet UC-23,Streetwear,Everyday,S,red,34.02213294761335,20.90319692901535
961,HanoiStreet UC-24,Streetwear,Everyday,M,black,18.72951694189724,11.066773676274895
962,HanoiStreet UC-25,Streetwear,Everyday,L,orange,5887.006363636364,5592.656045454545
963,HanoiStreet UC-26,Streetwear,Everyday,XL,blue,5122.755359042553,2717.10944243617
964,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139211137,2223.9762222529
965,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.659921465968,3816.461104374345
966,HanoiStreet UC-29,Streetwear,Everyday,L,green,5858.236646507408,3333.336651862716
967,HanoiStreet UC-30,Streetwear,Everyday,XL,silver,8161.481464968154,6491.642357235669
968,HanoiStreet UC-31,Streetwear,Everyday,S,pink,8354.878474576273,7937.134550847459
969,HanoiStreet UC-32,Streetwear,Everyday,M,yellow,5039.37,3478.6771110000004
970,HanoiStreet UC-33,Streetwear,Everyday,L,red,26.6355532099264,14.717172228159244
971,HanoiStreet UC-34,Streetwear,Everyday,XL,black,15434.37,14662.6515
972,HanoiStreet UC-35,Streetwear,Everyday,S,orange,8000.37,5880.27195
973,HanoiStreet UC-36,Streetwear,Everyday,M,blue,7486.731672597865,4697.92412455516
974,HanoiStreet UC-37,Streetwear,Everyday,L,white,8151.269169550173,6372.662236754326
975,HanoiStreet UC-38,Streetwear,Everyday,XL,purple,8846.74,8404.403
976,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.158343558282,3764.050426380368
977,HanoiStreet UC-40,Streetwear,Everyday,M,silver,5978.196828266228,4912.882153469187
978,HanoiStreet UC-41,Streetwear,Everyday,L,pink,9462.733636363637,7198.301477181818
979,HanoiStreet UC-42,Streetwear,Everyday,XL,yellow,4727.334705882353,4490.967970588235
980,HanoiStreet UC-43,Streetwear,Everyday,S,red,4989.868578947368,4740.37515
981,HanoiStreet UC-44,Streetwear,Everyday,M,black,2032.929931253305,1931.28343469064
982,HanoiStreet UC-45,Streetwear,Everyday,L,orange,17194.14653631285,15180.711976910614
983,HanoiStreet UC-46,Streetwear,Everyday,XL,blue,5354.37,5086.6515
984,HanoiStreet UC-47,Streetwear,Everyday,S,white,34.617835837670064,19.580376208843397
985,HanoiStreet UC-48,Streetwear,Everyday,M,purple,9262.49837837838,5465.800293081082
986,HanoiStreet UC-49,Streetwear,Everyday,L,green,4409.37,2725.431597
987,HanoiStreet UC-50,Streetwear,Everyday,XL,silver,20.896936494805555,12.9894776919699
988,HanoiStreet UC-51,Streetwear,Everyday,S,pink,38.48540995794976,23.70287128042441
989,HanoiStreet UC-52,Streetwear,Everyday,M,yellow,5262.4712658227845,2638.603092683544
990,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.094003466204,3895.0904670987866
991,HanoiStreet UC-54,Streetwear,Everyday,XL,black,26.042882961841165,14.394151405162956
992,HanoiStreet UC-55,Streetwear,Everyday,S,orange,3453.456099585062,2504.7917090290457
993,HanoiStreet UC-56,Streetwear,Everyday,M,blue,4262.353834196891,3732.117017222798
994,HanoiStreet UC-57,Streetwear,Everyday,L,white,5821.2,3037.50216
995,HanoiStreet UC-58,Streetwear,Everyday,XL,purple,7071.587821782178,6718.008430693069
996,HanoiStreet UC-59,Streetwear,Everyday,S,green,8557.10595505618,6923.554428235956
997,HanoiStreet UC-60,Streetwear,Everyday,M,silver,9456.745,7530.4060435
998,HanoiStreet UC-61,Streetwear,Everyday,L,pink,8613.57,5197.428138000001
999,HanoiStreet UC-62,Streetwear,Everyday,XL,yellow,9245.030869565218,5388.9284938695655
1029,MekongStyle UC-01,Streetwear,Everyday,M,yellow,14486.85,13762.5075
1030,MekongStyle UC-02,Streetwear,Everyday,L,red,29.468517794501352,16.86180384735625
1031,MekongStyle UC-03,Streetwear,Everyday,XL,black,12596.85,11885.127975
1032,MekongStyle UC-04,Streetwear,Everyday,S,orange,26.031760627269318,14.918996724175685
1033,MekongStyle UC-05,Streetwear,Everyday,M,blue,12136.393255813957,8029.437778046513
1034,MekongStyle UC-06,Streetwear,Everyday,L,white,10885.35,10341.0825
1035,MekongStyle UC-07,Streetwear,Everyday,XL,purple,14486.85,12723.800355
1036,MekongStyle UC-08,Streetwear,Everyday,S,green,69.47113022348645,42.87683645159384
1037,MekongStyle UC-09,Streetwear,Everyday,M,silver,17006.85,13571.466299999998
1038,MekongStyle UC-10,Streetwear,Everyday,L,pink,32.93714703716061,18.180351758458038
1039,MekongStyle UC-11,Streetwear,Everyday,XL,yellow,21.6913947894699,12.156093169488374
1040,MekongStyle UC-12,Streetwear,Everyday,S,red,13324.978153846156,9943.0986984
1041,MekongStyle UC-13,Streetwear,Everyday,M,black,11954.96320754717,6095.835739528302
1042,MekongStyle UC-14,Streetwear,Everyday,L,orange,14486.85,11301.191685
1199,MekongFit UC-01,Streetwear,Everyday,XL,yellow,1637.37,1262.248533
1200,MekongFit UC-02,Streetwear,Everyday,S,red,1243.935,895.2600195
1201,MekongFit UC-03,Streetwear,Everyday,M,black,6929.37,6443.621163
1202,MekongFit UC-04,Streetwear,Everyday,L,orange,7253.09891566265,6218.081700397591
1203,MekongFit UC-05,Streetwear,Everyday,XL,blue,3885.7044481605353,3634.6879408093646
1204,MekongFit UC-06,Streetwear,Everyday,S,white,4808.37,4567.9515
1205,MekongFit UC-07,Streetwear,Everyday,M,purple,4409.37,3289.39002
1206,MekongFit UC-08,Streetwear,Everyday,L,green,6110.37,5286.081087
1207,MekongFit UC-09,Streetwear,Everyday,XL,silver,8323.85076923077,7907.658230769231
1208,MekongFit UC-10,Streetwear,Everyday,S,pink,46.01732540609539,28.990528853171263
1209,MekongFit UC-11,Streetwear,Everyday,M,yellow,20.32115659247737,11.539459529498265
1210,MekongFit UC-12,Streetwear,Everyday,L,red,7044.87,6692.626499999999
1211,MekongFit UC-13,Streetwear,Everyday,XL,black,8670.87,8237.326500000001
1212,MekongFit UC-14,Streetwear,Everyday,S,orange,4947.391856581533,3803.060120154224
1213,MekongFit UC-15,Streetwear,Everyday,M,blue,6198.434516129032,4649.445730548388
1214,MekongFit UC-16,Streetwear,Everyday,L,white,8189.370000000001,4614.709995
1215,MekongFit UC-17,Streetwear,Everyday,XL,purple,4138.55297271872,2641.6383624863597
1216,MekongFit UC-18,Streetwear,Everyday,S,green,36.0009539962887,22.15047295796197
1217,MekongFit UC-19,Streetwear,Everyday,M,silver,7001.426663168941,5863.694830403987
1218,MekongFit UC-20,Streetwear,Everyday,L,pink,15.121717422544467,8.677117853389895
1219,MekongFit UC-21,Streetwear,Everyday,XL,yellow,19.46709453458012,10.900485493368713
1220,MekongFit UC-22,Streetwear,Everyday,S,red,7693.690754716981,5870.286045849057
1221,MekongFit UC-23,Streetwear,Everyday,M,black,9335.13,8663.00064
1222,MekongFit UC-24,Streetwear,Everyday,L,orange,35.82852967556213,20.57694152770872
1223,MekongFit UC-25,Streetwear,Everyday,XL,blue,4751.004708205353,4513.454472795085
1224,MekongFit UC-26,Streetwear,Everyday,S,white,44.49543643977257,27.686248277768215
1225,MekongFit UC-27,Streetwear,Everyday,M,purple,2511.495,2353.773114
1226,MekongFit UC-28,Streetwear,Everyday,L,green,6689.096277372263,5573.355018306569
1227,MekongFit UC-29,Streetwear,Everyday,XL,silver,3803.996185958254,3196.497995060721
1228,MekongFit UC-30,Streetwear,Everyday,S,pink,1644.4317128463476,1030.2364680982369
1229,MekongFit UC-31,Streetwear,Everyday,M,yellow,3180.5832888349514,2331.049492387136
1230,MekongFit UC-32,Streetwear,Everyday,L,red,5786.595352112676,3670.4374318450714
1231,MekongFit UC-33,Streetwear,Everyday,XL,black,9063.754615384616,7768.5440808461535
1232,MekongFit UC-34,Streetwear,Everyday,S,orange,4566.726164383562,4338.389856164384
1689,NamStyle UC-01,Streetwear,Everyday,M,yellow,2708.37,1355.268348
1795,SaigonCore UC-01,Streetwear,Everyday,XL,purple,6835.118181818181,5533.711679999999
1796,SaigonCore UC-02,Streetwear,Everyday,S,green,9002.7,7059.017070000001
1797,SaigonCore UC-03,Streetwear,Everyday,M,silver,5696.857894736842,3744.544694210525
1798,SaigonCore UC-04,Streetwear,Everyday,L,pink,8498.7,5991.583500000001
1799,SaigonCore UC-05,Streetwear,Everyday,XL,yellow,9443.7,8971.515
1800,SaigonCore UC-06,Streetwear,Everyday,S,red,7633.08,7251.425999999999
1801,SaigonCore UC-07,Streetwear,Everyday,M,black,9474.183870967743,7096.16371935484
1802,SaigonCore UC-08,Streetwear,Everyday,L,orange,8498.7,7093.864890000001
1803,SaigonCore UC-09,Streetwear,Everyday,XL,blue,5351.85,4369.2503400000005
1804,SaigonCore UC-10,Streetwear,Everyday,S,white,8096.862162162162,5747.152762702703
1805,SaigonCore UC-11,Streetwear,Everyday,M,purple,5532.45,3212.1404700000003
1882,BambooCraft UC-01,Streetwear,Everyday,L,orange,35.46503609707341,22.54050046634314
1883,BambooCraft UC-02,Streetwear,Everyday,XL,blue,9147.14027027027,8689.783256756757
1884,BambooCraft UC-03,Streetwear,Everyday,S,white,10289.225985037408,8385.719177805486
1885,BambooCraft UC-04,Streetwear,Everyday,M,purple,10079.37,8501.948595000002
1886,BambooCraft UC-05,Streetwear,Everyday,L,green,10602.988421052632,8157.939291157894
1887,BambooCraft UC-06,Streetwear,Everyday,XL,silver,31.61844608161177,20.01517154725592
1888,BambooCraft UC-07,Streetwear,Everyday,S,pink,10940.58,10050.016788
1889,BambooCraft UC-08,Streetwear,Everyday,M,yellow,8251.836923076922,7839.245076923075
1890,BambooCraft UC-09,Streetwear,Everyday,L,red,29.35780741888176,17.312837837634
1891,BambooCraft UC-10,Streetwear,Everyday,XL,black,8630.37,5459.572062000001
1892,BambooCraft UC-11,Streetwear,Everyday,S,orange,10488.371582278482,9963.953003164555
1893,BambooCraft UC-12,Streetwear,Everyday,M,blue,8686.73842105263,7189.144717263159
1894,BambooCraft UC-13,Streetwear,Everyday,L,white,8725.29,4900.122864000001
1895,BambooCraft UC-14,Streetwear,Everyday,XL,purple,9014.516341463415,8563.790524390244
1896,BambooCraft UC-15,Streetwear,Everyday,S,green,8833.75888888889,7271.950317333333
1897,BambooCraft UC-16,Streetwear,Everyday,M,silver,8661.21827586207,4709.104376586208
1898,BambooCraft UC-17,Streetwear,Everyday,L,pink,12242.036896551725,11629.935051724138
1899,BambooCraft UC-18,Streetwear,Everyday,XL,yellow,11430.57895522388,10859.050007462683
1900,BambooCraft UC-19,Streetwear,Everyday,S,red,18.330955787804072,11.306689593388796
